epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
57,1179.68,1.74935,2.66627,1.42388,0.00437,0.94219,0.50909,0.41405,0.41215,0.2546,0.49064,0.37234,0.37344,0.19385,1.55938,2.42525,1.36782,0.00444,0,0.000905687,0.000905687,0.000905687
58,1206.43,1.73578,2.58599,1.40537,0.00432,0.93237,0.55908,0.40258,0.41844,0.26471,0.56221,0.36656,0.38321,0.21183,1.53827,2.33016,1.31698,0.00433,0,0.000902021,0.000902021,0.000902021
59,1229.92,1.7136,2.58116,1.39176,0.00423,0.96054,0.53862,0.39132,0.39977,0.25938,0.53767,0.36699,0.36662,0.20828,1.55688,2.31866,1.3374,0.00445,0,0.000898355,0.000898355,0.000898355
60,1254.33,1.73805,2.60715,1.43242,0.00435,0.94216,0.55266,0.40301,0.41457,0.26132,0.51976,0.35928,0.38168,0.21114,1.52724,2.35551,1.33194,0.00424,0,0.000894688,0.000894688,0.000894688
61,1275.2,1.71595,2.58939,1.39268,0.00427,0.96323,0.53175,0.40998,0.41828,0.26461,0.51906,0.36886,0.37697,0.20196,1.51458,2.39275,1.32451,0.00426,0,0.000891022,0.000891022,0.000891022
62,1295.37,1.73884,2.63461,1.41334,0.00433,0.91539,0.5429,0.38973,0.40149,0.25995,0.63783,0.32331,0.35876,0.19713,1.53128,2.3488,1.34292,0.00445,0,0.000887356,0.000887356,0.000887356
63,1314.78,1.72644,2.57148,1.40362,0.00421,0.92849,0.6602,0.41222,0.44356,0.27312,0.56735,0.36268,0.37247,0.19885,1.52097,2.34129,1.29962,0.00435,0,0.000883689,0.000883689,0.000883689
64,1333.77,1.74555,2.63017,1.42109,0.00448,0.90819,0.57027,0.41786,0.4409,0.27351,0.62768,0.36235,0.40347,0.21333,1.52817,2.32684,1.29016,0.00442,0,0.000880023,0.000880023,0.000880023
65,1352.52,1.79405,2.67005,1.43889,0.00454,0.99249,0.57382,0.43011,0.44112,0.27607,0.62648,0.36852,0.40807,0.21236,1.54325,2.30091,1.30014,0.00431,0,0.000876357,0.000876357,0.000876357
66,1371.25,1.72894,2.59491,1.40316,0.00441,0.90247,0.62283,0.41454,0.42704,0.27272,0.57922,0.37283,0.38782,0.21208,1.52065,2.29849,1.30631,0.0043,0,0.000872691,0.000872691,0.000872691
67,1390.33,1.71634,2.58122,1.40629,0.00433,0.90881,0.59282,0.42394,0.42877,0.27241,0.60439,0.36612,0.38459,0.20852,1.52582,2.30291,1.27476,0.00425,0,0.000869024,0.000869024,0.000869024
68,1410.39,1.72513,2.55684,1.38952,0.00435,0.88266,0.56987,0.44778,0.43425,0.27794,0.59121,0.3714,0.39541,0.21592,1.5312,2.31658,1.29287,0.00434,0,0.000865358,0.000865358,0.000865358
69,1429.24,1.73779,2.60195,1.3929,0.00433,0.89281,0.57002,0.43095,0.44397,0.28053,0.61015,0.35291,0.39114,0.20885,1.54207,2.26222,1.28758,0.00451,0,0.000861692,0.000861692,0.000861692
70,1447.2,1.72577,2.60336,1.40183,0.00436,0.88858,0.54644,0.43675,0.44407,0.28276,0.51195,0.42376,0.40944,0.21524,1.51603,2.35748,1.30703,0.00428,0,0.000858025,0.000858025,0.000858025
71,1465.82,1.72211,2.61133,1.43537,0.00425,0.95747,0.62045,0.42281,0.44376,0.28529,0.64608,0.3597,0.39644,0.22284,1.5163,2.32684,1.30826,0.0043,0,0.000854359,0.000854359,0.000854359
72,1484.26,1.73709,2.56202,1.3948,0.00417,0.88095,0.67789,0.40926,0.44733,0.28278,0.6355,0.37867,0.40183,0.21816,1.52297,2.30741,1.29729,0.00425,0,0.000850693,0.000850693,0.000850693
