epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
146,1548.96,1.57147,1.03309,0.00435,0.78858,0.63048,0.6737,0.44446,1.39035,0.90372,0.00397,0.0005215,0.0005215,0.0005215
147,1558.9,1.53438,0.99568,0.0041,0.71145,0.62509,0.65677,0.44137,1.38727,0.89728,0.00386,0.0005182,0.0005182,0.0005182
148,1571.46,1.56902,1.03115,0.00431,0.70137,0.63183,0.65685,0.45317,1.34111,0.8978,0.0036,0.0005149,0.0005149,0.0005149
149,1580.75,1.5514,0.99379,0.00419,0.71476,0.62261,0.65167,0.44115,1.351,0.91054,0.00371,0.0005116,0.0005116,0.0005116
150,1589.9,1.52964,0.97059,0.00415,0.78604,0.59956,0.64874,0.43443,1.37515,0.93522,0.00394,0.0005083,0.0005083,0.0005083
151,1602.37,1.54119,0.98666,0.00421,0.74459,0.59635,0.6312,0.42856,1.38796,0.90267,0.004,0.000505,0.000505,0.000505
152,1611.73,1.50356,0.97342,0.00415,0.75529,0.61354,0.65757,0.44895,1.33494,0.86216,0.0036,0.0005017,0.0005017,0.0005017
153,1620.74,1.49004,0.97004,0.00413,0.75187,0.65054,0.67429,0.4565,1.3576,0.85548,0.00373,0.0004984,0.0004984,0.0004984
154,1630.16,1.51647,0.98763,0.00408,0.7658,0.66112,0.68568,0.45646,1.36803,0.86533,0.00387,0.0004951,0.0004951,0.0004951
155,1642.07,1.517,0.994,0.00424,0.74584,0.62805,0.67162,0.45613,1.36333,0.89972,0.00383,0.0004918,0.0004918,0.0004918
156,1650.94,1.54705,0.99227,0.00419,0.75518,0.61027,0.65692,0.44633,1.37828,0.89171,0.00361,0.0004885,0.0004885,0.0004885
157,1660.01,1.54972,0.98951,0.00423,0.78004,0.60876,0.6656,0.45122,1.34921,0.92154,0.00364,0.0004852,0.0004852,0.0004852
158,1672.1,1.5087,0.96562,0.00418,0.80053,0.59242,0.65973,0.45256,1.35144,0.90352,0.00361,0.0004819,0.0004819,0.0004819
159,1681.37,1.54728,1.00202,0.00411,0.7848,0.61786,0.67487,0.45465,1.35904,0.89251,0.00365,0.0004786,0.0004786,0.0004786
160,1690.55,1.51511,0.98086,0.00423,0.75952,0.62988,0.68062,0.46586,1.32744,0.87503,0.00347,0.0004753,0.0004753,0.0004753
