epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
38,410.282,1.7454,2.59371,0.73247,0.00412,0.85059,0.39534,0.33371,0.35029,0.20777,0.35872,0.30279,0.32022,0.17536,1.6687,2.3352,0.7884,0.00462,0,0.0007558,0.0007558,0.0007558
39,419.938,1.77507,2.60934,0.74453,0.00405,0.83625,0.40933,0.34456,0.33442,0.19775,0.37163,0.31605,0.2953,0.15641,1.66495,2.38533,0.78734,0.00477,0,0.0007492,0.0007492,0.0007492
40,429.932,1.77873,2.65998,0.73846,0.00411,0.83382,0.58363,0.33923,0.3408,0.20408,0.53716,0.309,0.31065,0.16657,1.6655,2.37925,0.79819,0.00467,0,0.0007426,0.0007426,0.0007426
41,442.082,1.70845,2.54256,0.74013,0.00421,0.87105,0.66734,0.30915,0.34509,0.20801,0.62816,0.27389,0.31374,0.16986,1.66348,2.36839,0.7962,0.0045,0,0.000736,0.000736,0.000736
42,451.687,1.76131,2.60864,0.72518,0.004,0.79578,0.64402,0.28694,0.32975,0.19783,0.60311,0.27552,0.29803,0.15669,1.67899,2.33952,0.79659,0.00462,0,0.0007294,0.0007294,0.0007294
43,461.412,1.78253,2.63111,0.74697,0.00409,0.86378,0.57479,0.32447,0.32904,0.20174,0.54781,0.30002,0.30449,0.16088,1.70244,2.3997,0.7966,0.0046,0,0.0007228,0.0007228,0.0007228
44,473.622,1.74787,2.59556,0.71979,0.00398,0.81873,0.60351,0.3039,0.33157,0.20391,0.59679,0.26601,0.29279,0.15862,1.67216,2.3853,0.78397,0.00448,0,0.0007162,0.0007162,0.0007162
45,483.647,1.73877,2.59777,0.74112,0.00413,0.81663,0.41985,0.3194,0.33099,0.20668,0.38982,0.28743,0.29766,0.16079,1.66869,2.33251,0.77585,0.0045,0,0.0007096,0.0007096,0.0007096
46,493.2,1.73576,2.58159,0.73006,0.00403,0.84901,0.40479,0.33416,0.34454,0.21411,0.58077,0.30253,0.31103,0.16657,1.65294,2.3895,0.77812,0.00449,0,0.000703,0.000703,0.000703
47,504.87,1.73669,2.62614,0.73721,0.00401,0.82662,0.40741,0.33209,0.3522,0.21861,0.42178,0.30662,0.32667,0.17964,1.65186,2.30327,0.77526,0.00439,0,0.0006964,0.0006964,0.0006964
48,514.79,1.73985,2.61127,0.72767,0.00407,0.81518,0.56862,0.32833,0.34449,0.21022,0.54211,0.29361,0.30848,0.16992,1.69348,2.33364,0.78067,0.00458,0,0.0006898,0.0006898,0.0006898
49,524.446,1.78703,2.61852,0.71705,0.00401,0.8024,0.62439,0.30976,0.347,0.212,0.63394,0.28941,0.31373,0.17085,1.68928,2.31317,0.78386,0.00464,0,0.0006832,0.0006832,0.0006832
50,536.308,1.7482,2.59959,0.70587,0.00399,0.80324,0.46018,0.31015,0.33797,0.20722,0.43894,0.29596,0.30837,0.17089,1.67288,2.32475,0.76685,0.00449,0,0.0006766,0.0006766,0.0006766
51,546.058,1.70562,2.54409,0.69945,0.00398,0.76799,0.62047,0.31488,0.34204,0.21126,0.58581,0.2916,0.30773,0.16572,1.66394,2.40189,0.76659,0.00443,0,0.00067,0.00067,0.00067
52,555.837,1.79912,2.69084,0.71582,0.00418,0.77835,0.58558,0.33148,0.33443,0.20656,0.54896,0.31602,0.3068,0.16425,1.66261,2.37329,0.77591,0.0044,0,0.0006634,0.0006634,0.0006634
53,565.751,1.76479,2.6196,0.71711,0.00402,0.76317,0.56907,0.35239,0.34534,0.21398,0.56749,0.31473,0.31507,0.16701,1.65532,2.38235,0.76745,0.00441,0,0.0006568,0.0006568,0.0006568
54,577.725,1.70731,2.55926,0.71342,0.00392,0.78555,0.57557,0.34089,0.34211,0.21351,0.54815,0.30526,0.30112,0.16288,1.64566,2.32907,0.77237,0.00439,0,0.0006502,0.0006502,0.0006502
55,587.508,1.70973,2.52443,0.72173,0.00396,0.80241,0.62475,0.34033,0.34888,0.21397,0.57307,0.30841,0.31125,0.16219,1.65784,2.3267,0.76172,0.00448,0,0.0006436,0.0006436,0.0006436
56,597.486,1.72121,2.58471,0.68537,0.00394,0.76337,0.53429,0.35001,0.33927,0.21125,0.5967,0.28062,0.30226,0.15942,1.65415,2.34678,0.7739,0.00435,0,0.000637,0.000637,0.000637
57,609.451,1.7046,2.54357,0.70655,0.00408,0.77372,0.58303,0.34362,0.33231,0.2057,0.5787,0.30573,0.3002,0.15791,1.64815,2.28427,0.75431,0.00436,0,0.0006304,0.0006304,0.0006304
58,619.153,1.72046,2.56518,0.69459,0.004,0.75959,0.58508,0.34894,0.34686,0.21147,0.55301,0.32027,0.31309,0.16858,1.62904,2.30261,0.75762,0.00434,0,0.0006238,0.0006238,0.0006238
59,628.939,1.67734,2.53248,0.69068,0.00395,0.73424,0.42662,0.35122,0.34005,0.21109,0.39272,0.32652,0.31229,0.17006,1.64599,2.30711,0.7638,0.00448,0,0.0006172,0.0006172,0.0006172
60,640.731,1.71291,2.54057,0.68073,0.00402,0.69737,0.59775,0.33061,0.34545,0.21407,0.57745,0.30059,0.31933,0.17309,1.65433,2.29968,0.75047,0.00454,0,0.0006106,0.0006106,0.0006106
61,650.492,1.70547,2.51488,0.67487,0.00379,0.70392,0.44409,0.31707,0.34164,0.21082,0.43227,0.29116,0.31037,0.1677,1.65686,2.29272,0.75739,0.00448,0,0.000604,0.000604,0.000604
62,660.312,1.73288,2.55763,0.70405,0.00389,0.72955,0.5941,0.33748,0.34745,0.21437,0.52265,0.33337,0.31755,0.17001,1.65643,2.28407,0.75244,0.00445,0,0.0005974,0.0005974,0.0005974
63,670.127,1.7179,2.56981,0.70211,0.00395,0.74877,0.43506,0.35065,0.35195,0.21461,0.42514,0.31437,0.31993,0.17199,1.65166,2.29753,0.75187,0.00446,0,0.0005908,0.0005908,0.0005908
64,681.871,1.74012,2.56519,0.70175,0.00392,0.77328,0.57628,0.34795,0.34254,0.21258,0.55586,0.30981,0.30972,0.16636,1.66491,2.37244,0.75549,0.00445,0,0.0005842,0.0005842,0.0005842
65,691.847,1.73832,2.5774,0.68858,0.00385,0.74939,0.62781,0.33541,0.35281,0.21528,0.589,0.30872,0.31282,0.16935,1.66074,2.28229,0.74871,0.00447,0,0.0005776,0.0005776,0.0005776
66,701.845,1.75615,2.56871,0.69114,0.00396,0.71352,0.61721,0.32716,0.34397,0.21355,0.57707,0.29882,0.30616,0.16574,1.63167,2.27612,0.75363,0.00441,0,0.000571,0.000571,0.000571
67,713.62,1.73426,2.53356,0.6871,0.00389,0.73569,0.63798,0.30274,0.34777,0.21415,0.59649,0.28137,0.30867,0.16685,1.64469,2.30075,0.76353,0.00434,0,0.0005644,0.0005644,0.0005644
68,723.381,1.67623,2.47449,0.6806,0.00405,0.73954,0.56621,0.34081,0.35027,0.21439,0.58858,0.30483,0.31891,0.17265,1.64565,2.2498,0.75727,0.0044,0,0.0005578,0.0005578,0.0005578
69,733.125,1.71062,2.51845,0.66804,0.00396,0.69698,0.58263,0.32487,0.34343,0.21131,0.55025,0.28696,0.30231,0.16405,1.65837,2.2953,0.75683,0.00446,0,0.0005512,0.0005512,0.0005512
70,745.017,1.72197,2.53792,0.66412,0.00387,0.68828,0.65954,0.32599,0.35772,0.22182,0.58246,0.30132,0.31824,0.1717,1.6394,2.35984,0.73802,0.00434,0,0.0005446,0.0005446,0.0005446
71,754.932,1.70775,2.48165,0.66704,0.00382,0.68253,0.66788,0.31757,0.35434,0.21518,0.57218,0.29439,0.30876,0.16477,1.65564,2.31627,0.74935,0.00438,0,0.000538,0.000538,0.000538
72,764.478,1.68424,2.47425,0.66354,0.00393,0.6621,0.59054,0.33706,0.3481,0.21226,0.55312,0.30706,0.31686,0.16589,1.66635,2.29801,0.76188,0.00434,0,0.0005314,0.0005314,0.0005314
73,776.201,1.68732,2.47239,0.65284,0.00379,0.67659,0.63149,0.31964,0.35099,0.21945,0.59105,0.30524,0.32063,0.17389,1.65442,2.28694,0.74356,0.0044,0,0.0005248,0.0005248,0.0005248
74,786.166,1.61696,2.40567,0.62782,0.00366,0.63484,0.60438,0.32746,0.34848,0.21711,0.60238,0.27497,0.31259,0.16922,1.64292,2.26048,0.74635,0.00431,0,0.0005182,0.0005182,0.0005182
75,796.221,1.74244,2.58416,0.67521,0.0038,0.67166,0.60674,0.33327,0.34334,0.21369,0.55596,0.29801,0.30451,0.16309,1.64062,2.29732,0.75331,0.00425,0,0.0005116,0.0005116,0.0005116
76,806.071,1.71844,2.52389,0.67261,0.00384,0.68239,0.59704,0.34657,0.35057,0.21907,0.58615,0.30305,0.31835,0.17502,1.62055,2.25232,0.75047,0.00421,0,0.000505,0.000505,0.000505
77,817.875,1.71049,2.53339,0.68944,0.00397,0.73097,0.5991,0.3336,0.34244,0.21414,0.58752,0.28104,0.30388,0.16445,1.63679,2.25625,0.76131,0.00429,0,0.0004984,0.0004984,0.0004984
