epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
59,3369.11,1.36993,0.09236,0.00382,0.84848,0.61684,0.7156,0.49015,1.48724,0.09746,0.00333,0.00677543,0.00677543,0.00677543
60,3465.03,1.34052,0.08923,0.0036,0.86831,0.58985,0.69361,0.4743,1.50993,0.09703,0.00341,0.00667789,0.00667789,0.00667789
61,3476.31,1.33414,0.08707,0.00385,0.87139,0.60413,0.7022,0.47954,1.53832,0.09356,0.00363,0.00657963,0.00657963,0.00657963
62,3488.03,1.39871,0.09266,0.00398,0.91579,0.57433,0.70721,0.47749,1.53301,0.09988,0.00369,0.00648071,0.00648071,0.00648071
63,3502.57,1.35022,0.08759,0.00378,0.88347,0.61404,0.72384,0.48278,1.51009,0.09573,0.00356,0.00638115,0.00638115,0.00638115
64,3515.19,1.2961,0.08437,0.00357,0.86791,0.60736,0.70818,0.48758,1.47589,0.09379,0.0033,0.00628101,0.00628101,0.00628101
65,3530.8,1.32868,0.08902,0.00366,0.83023,0.62027,0.70719,0.48824,1.4562,0.09521,0.00335,0.00618034,0.00618034,0.00618034
66,3542.95,1.32798,0.08511,0.00356,0.81758,0.6183,0.68795,0.4549,1.53579,0.09852,0.00356,0.00607916,0.00607916,0.00607916
67,3554.92,1.35987,0.08755,0.00364,0.87351,0.59536,0.70451,0.48521,1.47718,0.09459,0.0033,0.00597754,0.00597754,0.00597754
68,3570.24,1.3874,0.09118,0.0038,0.82903,0.6214,0.69698,0.49289,1.44838,0.0947,0.00323,0.00587551,0.00587551,0.00587551
69,3582.55,1.34972,0.08677,0.00362,0.73852,0.65358,0.6929,0.46155,1.52536,0.09769,0.00368,0.00577311,0.00577311,0.00577311
70,3594.51,1.31382,0.08681,0.00357,0.91537,0.58672,0.71127,0.49619,1.43115,0.09336,0.00321,0.0056704,0.0056704,0.0056704
71,3610.27,1.34276,0.08481,0.00343,0.80785,0.63119,0.7101,0.48281,1.53072,0.09477,0.00341,0.00556742,0.00556742,0.00556742
72,3622.54,1.27818,0.08167,0.00344,0.84936,0.61394,0.70687,0.48081,1.54657,0.0926,0.00354,0.00546421,0.00546421,0.00546421
73,3638.56,1.25403,0.08193,0.00359,0.79437,0.63203,0.70334,0.47732,1.46943,0.0941,0.00336,0.00536081,0.00536081,0.00536081
74,3650.84,1.29145,0.08294,0.00351,0.82724,0.67041,0.72512,0.47925,1.50827,0.09256,0.00347,0.00525728,0.00525728,0.00525728
75,3662.86,1.3469,0.08656,0.00359,0.78201,0.67767,0.71693,0.48317,1.44649,0.08935,0.0032,0.00515366,0.00515366,0.00515366
76,3678.08,1.3267,0.08189,0.00341,0.84405,0.63167,0.70916,0.50207,1.45247,0.08817,0.0033,0.00505,0.00505,0.00505
77,3690.28,1.3062,0.08383,0.00346,0.77661,0.64198,0.70732,0.47189,1.55375,0.09218,0.00358,0.00494634,0.00494634,0.00494634
78,3706.39,1.29174,0.0826,0.00332,0.91005,0.60091,0.71103,0.47435,1.54501,0.09131,0.00352,0.00484272,0.00484272,0.00484272
79,3717.87,1.2981,0.08271,0.00351,0.82666,0.61057,0.70853,0.48661,1.47664,0.08918,0.00341,0.00473919,0.00473919,0.00473919
80,3730.36,1.23837,0.07883,0.00336,0.76538,0.64977,0.69752,0.48145,1.49253,0.09138,0.00344,0.00463579,0.00463579,0.00463579
81,3744.62,1.35769,0.08341,0.0036,0.80439,0.63329,0.70305,0.48934,1.46469,0.09145,0.00327,0.00453258,0.00453258,0.00453258
82,3756.46,1.28491,0.08173,0.00348,0.80506,0.63405,0.70223,0.47029,1.52697,0.09187,0.00357,0.0044296,0.0044296,0.0044296
83,3768.66,1.31285,0.0842,0.00358,0.89005,0.59747,0.70445,0.49344,1.45122,0.09565,0.00331,0.00432689,0.00432689,0.00432689
84,3784.8,1.23774,0.08058,0.00333,0.88415,0.6075,0.70204,0.48736,1.44953,0.09199,0.00337,0.00422449,0.00422449,0.00422449
85,3796.71,1.27634,0.0794,0.00336,0.8568,0.61924,0.70653,0.49145,1.45815,0.09221,0.00327,0.00412246,0.00412246,0.00412246
86,3811.64,1.25194,0.08036,0.00333,0.87269,0.61561,0.71192,0.48226,1.46831,0.09018,0.00338,0.00402084,0.00402084,0.00402084
87,3822.83,1.31381,0.08102,0.00349,0.76807,0.65663,0.70473,0.47668,1.46703,0.0895,0.00331,0.00391966,0.00391966,0.00391966
88,3834.67,1.27871,0.07917,0.00315,0.86905,0.6154,0.70626,0.49141,1.42848,0.09117,0.00321,0.00381899,0.00381899,0.00381899
89,3850.5,1.22498,0.07641,0.00325,0.81027,0.6345,0.70419,0.48267,1.47387,0.09356,0.00342,0.00371885,0.00371885,0.00371885
90,3862.57,1.28455,0.08095,0.00329,0.93837,0.59,0.69768,0.48965,1.42014,0.09402,0.00307,0.00361929,0.00361929,0.00361929
91,3874.73,1.259,0.08092,0.00338,0.93102,0.59428,0.71385,0.49719,1.44258,0.0935,0.00321,0.00352037,0.00352037,0.00352037
92,3890.9,1.23708,0.07957,0.00333,0.91213,0.59535,0.71891,0.50894,1.43773,0.09327,0.00321,0.00342211,0.00342211,0.00342211
93,3903.15,1.25135,0.07746,0.00334,0.86511,0.61755,0.71251,0.48608,1.46221,0.09335,0.00325,0.00332457,0.00332457,0.00332457
94,3917.65,1.32085,0.07968,0.00336,0.88123,0.61738,0.7131,0.49506,1.48081,0.09328,0.00345,0.00322778,0.00322778,0.00322778
95,3929.48,1.24683,0.07763,0.00325,0.86415,0.61545,0.71425,0.49965,1.45346,0.0917,0.00323,0.0031318,0.0031318,0.0031318
96,3942.12,1.23061,0.07839,0.00323,0.81382,0.64233,0.70539,0.48939,1.46104,0.0931,0.00332,0.00303665,0.00303665,0.00303665
97,3957.6,1.26558,0.07871,0.00333,0.8092,0.64284,0.70558,0.4939,1.42441,0.09255,0.00305,0.00294239,0.00294239,0.00294239
98,3970.59,1.23371,0.07817,0.00317,0.83805,0.66594,0.72188,0.49314,1.4577,0.09117,0.00328,0.00284906,0.00284906,0.00284906
99,3981.84,1.20925,0.07293,0.00318,0.88265,0.66023,0.73462,0.50135,1.43367,0.09125,0.00304,0.00275668,0.00275668,0.00275668
100,3996.94,1.23678,0.07369,0.00314,0.80837,0.62891,0.71305,0.4954,1.43337,0.0903,0.00314,0.00266532,0.00266532,0.00266532
101,4008.7,1.23799,0.07468,0.00332,0.74852,0.65908,0.70743,0.49122,1.44216,0.09067,0.00324,0.002575,0.002575,0.002575
102,4020.41,1.27034,0.08004,0.00336,0.77435,0.65276,0.71127,0.49443,1.41342,0.08932,0.00308,0.00248577,0.00248577,0.00248577
